onset	duration	event_type	trial_type
6.085	n/a	S  5	stimulus
7.619	n/a	S  6	stimulus
8.308	n/a	S  1	response
9.302	n/a	S  5	stimulus
11.135	n/a	S  5	stimulus
12.619	n/a	S  5	stimulus
14.402	n/a	S  5	stimulus
16.035	n/a	S  7	stimulus
17.668	n/a	S  5	stimulus
19.102	n/a	S  5	stimulus
20.535	n/a	S  5	stimulus
22.018	n/a	S  5	stimulus
23.502	n/a	S  5	stimulus
25.085	n/a	S  5	stimulus
26.518	n/a	S  5	stimulus
28.251	n/a	S  7	stimulus
29.785	n/a	S  5	stimulus
31.368	n/a	S  6	stimulus
31.956	n/a	S  1	response
33.201	n/a	S  5	stimulus
34.934	n/a	S  5	stimulus
36.568	n/a	S  7	stimulus
38.101	n/a	S  5	stimulus
39.735	n/a	S  5	stimulus
41.168	n/a	S  5	stimulus
42.701	n/a	S  5	stimulus
44.534	n/a	S  5	stimulus
46.317	n/a	S  5	stimulus
48.051	n/a	S  7	stimulus
49.884	n/a	S  5	stimulus
51.367	n/a	S  5	stimulus
53.051	n/a	S  7	stimulus
54.684	n/a	S  5	stimulus
56.217	n/a	S  5	stimulus
57.9	n/a	S  5	stimulus
59.684	n/a	S  7	stimulus
61.267	n/a	S  5	stimulus
62.9	n/a	S  5	stimulus
64.634	n/a	S  6	stimulus
65.34	n/a	S  1	response
66.367	n/a	S  5	stimulus
68.15	n/a	S  5	stimulus
69.733	n/a	S  7	stimulus
71.567	n/a	S  5	stimulus
73.15	n/a	S  5	stimulus
74.883	n/a	S  5	stimulus
76.416	n/a	S  6	stimulus
77.068	n/a	S  1	response
77.9	n/a	S  5	stimulus
79.633	n/a	S  6	stimulus
80.307	n/a	S  1	response
81.416	n/a	S  5	stimulus
83.15	n/a	S  5	stimulus
84.633	n/a	S  5	stimulus
86.166	n/a	S  5	stimulus
87.599	n/a	S  5	stimulus
89.283	n/a	S  6	stimulus
89.979	n/a	S  1	response
90.816	n/a	S  5	stimulus
92.299	n/a	S  5	stimulus
93.733	n/a	S  6	stimulus
94.371	n/a	S  1	response
95.566	n/a	S  5	stimulus
97.149	n/a	S  5	stimulus
98.982	n/a	S  6	stimulus
99.643	n/a	S  1	response
100.716	n/a	S  5	stimulus
102.349	n/a	S  5	stimulus
103.882	n/a	S  5	stimulus
105.516	n/a	S  5	stimulus
106.999	n/a	S  7	stimulus
108.782	n/a	S  5	stimulus
110.615	n/a	S  5	stimulus
112.349	n/a	S  5	stimulus
114.082	n/a	S  5	stimulus
115.565	n/a	S  5	stimulus
117.398	n/a	S  5	stimulus
119.232	n/a	S  5	stimulus
120.665	n/a	S  7	stimulus
122.248	n/a	S  5	stimulus
124.032	n/a	S  6	stimulus
124.827	n/a	S  1	response
125.815	n/a	S  5	stimulus
127.498	n/a	S  5	stimulus
128.981	n/a	S  7	stimulus
130.665	n/a	S  5	stimulus
132.198	n/a	S  5	stimulus
133.931	n/a	S  5	stimulus
135.515	n/a	S  5	stimulus
137.298	n/a	S  5	stimulus
138.981	n/a	S  5	stimulus
140.414	n/a	S  7	stimulus
141.848	n/a	S  5	stimulus
143.331	n/a	S  5	stimulus
145.014	n/a	S  7	stimulus
146.548	n/a	S  5	stimulus
147.981	n/a	S  5	stimulus
149.564	n/a	S  5	stimulus
151.297	n/a	S  7	stimulus
153.131	n/a	S  5	stimulus
154.714	n/a	S  5	stimulus
156.297	n/a	S  6	stimulus
156.859	n/a	S  1	response
157.731	n/a	S  5	stimulus
159.364	n/a	S  5	stimulus
160.897	n/a	S  7	stimulus
162.73	n/a	S  5	stimulus
164.364	n/a	S  5	stimulus
166.197	n/a	S  5	stimulus
167.83	n/a	S  6	stimulus
168.354	n/a	S  1	response
169.563	n/a	S  5	stimulus
170.997	n/a	S  6	stimulus
171.578	n/a	S  1	response
172.48	n/a	S  5	stimulus
174.18	n/a	S  5	stimulus
175.813	n/a	S  5	stimulus
177.347	n/a	S  5	stimulus
178.88	n/a	S  5	stimulus
180.313	n/a	S  6	stimulus
180.826	n/a	S  1	response
182.096	n/a	S  5	stimulus
183.58	n/a	S  5	stimulus
185.013	n/a	S  6	stimulus
185.53	n/a	S  1	response
186.596	n/a	S  5	stimulus
188.13	n/a	S 10	n/a
203.146	n/a	S  5	stimulus
204.629	n/a	S  6	stimulus
205.122	n/a	S  1	response
206.412	n/a	S  5	stimulus
208.096	n/a	S  5	stimulus
209.629	n/a	S  5	stimulus
211.062	n/a	S  5	stimulus
212.495	n/a	S  7	stimulus
214.029	n/a	S  5	stimulus
215.662	n/a	S  5	stimulus
217.295	n/a	S  5	stimulus
218.929	n/a	S  5	stimulus
220.762	n/a	S  5	stimulus
222.245	n/a	S  5	stimulus
223.728	n/a	S  5	stimulus
225.562	n/a	S  7	stimulus
226.002	n/a	S  1	response
227.095	n/a	S  5	stimulus
228.528	n/a	S  6	stimulus
