onset	duration	event_type	trial_type
5.296	n/a	S  5	stimulus
7.33	n/a	S  5	stimulus
7.651	n/a	S  1	response
8.863	n/a	S  5	stimulus
9.131	n/a	S  1	response
10.696	n/a	S  5	stimulus
10.971	n/a	S  1	response
12.729	n/a	S  5	stimulus
12.962	n/a	S  1	response
14.363	n/a	S  5	stimulus
14.602	n/a	S  1	response
16.096	n/a	S  5	stimulus
16.314	n/a	S  1	response
18.129	n/a	S  5	stimulus
18.346	n/a	S  1	response
19.962	n/a	S  5	stimulus
20.194	n/a	S  1	response
21.696	n/a	S  5	stimulus
21.93	n/a	S  1	response
23.429	n/a	S  5	stimulus
23.618	n/a	S  1	response
25.162	n/a	S  5	stimulus
25.394	n/a	S  1	response
26.995	n/a	S  5	stimulus
27.202	n/a	S  1	response
28.829	n/a	S  5	stimulus
28.842	n/a	S  1	response
30.462	n/a	S  5	stimulus
30.698	n/a	S  1	response
32.095	n/a	S  5	stimulus
32.298	n/a	S  1	response
33.928	n/a	S  5	stimulus
34.146	n/a	S  1	response
35.762	n/a	S  5	stimulus
35.978	n/a	S  1	response
37.695	n/a	S 10	n/a
37.874	n/a	S  1	response
57.711	n/a	S  5	stimulus
58.09	n/a	S  1	response
59.644	n/a	S  5	stimulus
59.874	n/a	S  1	response
61.277	n/a	S  5	stimulus
61.521	n/a	S  1	response
63.111	n/a	S  5	stimulus
63.321	n/a	S  1	response
64.744	n/a	S  5	stimulus
64.953	n/a	S  1	response
65.777	n/a	S  5	stimulus
66.145	n/a	S  1	response
67.51	n/a	S  5	stimulus
67.729	n/a	S  1	response
69.244	n/a	S  5	stimulus
69.457	n/a	S  1	response
71.277	n/a	S  5	stimulus
71.505	n/a	S  1	response
73.21	n/a	S  5	stimulus
73.433	n/a	S  1	response
74.743	n/a	S  5	stimulus
75.001	n/a	S  1	response
76.277	n/a	S  5	stimulus
76.521	n/a	S  1	response
78.31	n/a	S  5	stimulus
78.545	n/a	S  1	response
79.843	n/a	S  5	stimulus
80.097	n/a	S  1	response
81.676	n/a	S  5	stimulus
81.961	n/a	S  1	response
83.51	n/a	S  5	stimulus
83.753	n/a	S  1	response
85.443	n/a	S  5	stimulus
85.665	n/a	S  1	response
87.476	n/a	S  5	stimulus
87.681	n/a	S  1	response
89.209	n/a	S 10	n/a
109.225	n/a	S  5	stimulus
109.56	n/a	S  1	response
111.058	n/a	S  5	stimulus
111.312	n/a	S  1	response
112.692	n/a	S  5	stimulus
112.928	n/a	S  1	response
114.525	n/a	S  5	stimulus
114.736	n/a	S  1	response
116.058	n/a	S  5	stimulus
116.28	n/a	S  1	response
117.891	n/a	S  5	stimulus
118.112	n/a	S  1	response
118.925	n/a	S  5	stimulus
119.264	n/a	S  1	response
120.858	n/a	S  5	stimulus
121.128	n/a	S  1	response
122.391	n/a	S  5	stimulus
122.616	n/a	S  1	response
124.325	n/a	S  5	stimulus
124.56	n/a	S  1	response
126.258	n/a	S  5	stimulus
126.496	n/a	S  1	response
128.191	n/a	S  5	stimulus
128.432	n/a	S  1	response
129.824	n/a	S  5	stimulus
130.064	n/a	S  1	response
131.458	n/a	S  5	stimulus
131.672	n/a	S  1	response
133.291	n/a	S  5	stimulus
133.52	n/a	S  1	response
135.024	n/a	S  5	stimulus
135.216	n/a	S  1	response
136.857	n/a	S  5	stimulus
137.08	n/a	S  1	response
138.791	n/a	S  5	stimulus
139	n/a	S  1	response
140.424	n/a	S  5	stimulus
140.664	n/a	S  1	response
142.457	n/a	S  5	stimulus
142.704	n/a	S  1	response
144.19	n/a	S 10	n/a
186.219	n/a	S 12	n/a
195.055	n/a	S  5	stimulus
195.487	n/a	S  1	response
197.088	n/a	S  5	stimulus
197.327	n/a	S  1	response
198.721	n/a	S  5	stimulus
198.975	n/a	S  1	response
200.355	n/a	S  5	stimulus
200.567	n/a	S  1	response
202.188	n/a	S  5	stimulus
202.207	n/a	S  1	response
204.121	n/a	S  5	stimulus
204.31	n/a	S  1	response
205.154	n/a	S  5	stimulus
205.462	n/a	S  1	response
206.888	n/a	S  5	stimulus
207.126	n/a	S  1	response
208.521	n/a	S  5	stimulus
208.75	n/a	S  1	response
210.354	n/a	S  5	stimulus
210.598	n/a	S  1	response
212.087	n/a	S  5	stimulus
212.342	n/a	S  1	response
213.921	n/a	S  5	stimulus
214.126	n/a	S  1	response
215.454	n/a	S  5	stimulus
215.678	n/a	S  1	response
217.387	n/a	S  5	stimulus
217.59	n/a	S  1	response
219.32	n/a	S  5	stimulus
219.542	n/a	S  1	response
221.154	n/a	S  5	stimulus
221.382	n/a	S  1	response
222.787	n/a	S  5	stimulus
223.022	n/a	S  1	response
224.82	n/a	S  5	stimulus
225.078	n/a	S  1	response
226.454	n/a	S  5	stimulus
226.758	n/a	S  1	response
228.187	n/a	S  5	stimulus
228.406	n/a	S  1	response
230.12	n/a	S  5	stimulus
230.47	n/a	S  1	response
231.853	n/a	S  5	stimulus
232.038	n/a	S  1	response
233.386	n/a	S  5	stimulus
233.598	n/a	S  1	response
235.22	n/a	S 10	n/a
235.35	n/a	S  1	response
255.236	n/a	S  5	stimulus
255.589	n/a	S  1	response
257.069	n/a	S  5	stimulus
257.309	n/a	S  1	response
258.902	n/a	S  5	stimulus
259.125	n/a	S  1	response
260.835	n/a	S  5	stimulus
261.045	n/a	S  1	response
262.869	n/a	S  5	stimulus
263.069	n/a	S  1	response
