onset	duration	event_type	trial_type
3.931	n/a	S  7	stimulus
4.654	n/a	S  1	response
5.865	n/a	S  7	stimulus
6.422	n/a	S  2	response
7.698	n/a	S  7	stimulus
8.214	n/a	S  3	response
9.631	n/a	S 11	n/a
11.464	n/a	S  8	stimulus
12.102	n/a	S  1	response
13.198	n/a	S  8	stimulus
13.766	n/a	S  1	response
15.131	n/a	S  8	stimulus
15.734	n/a	S  2	response
17.364	n/a	S  8	stimulus
18.022	n/a	S  2	response
19.297	n/a	S 11	n/a
21.431	n/a	S  5	stimulus
21.998	n/a	S  1	response
23.264	n/a	S  5	stimulus
23.862	n/a	S  1	response
25.297	n/a	S  5	stimulus
25.926	n/a	S  2	response
27.147	n/a	S  5	stimulus
27.862	n/a	S  2	response
29.281	n/a	S 11	n/a
31.33	n/a	S  8	stimulus
32.006	n/a	S  3	response
33.064	n/a	S  8	stimulus
33.63	n/a	S  2	response
35.097	n/a	S  8	stimulus
35.614	n/a	S  1	response
37.13	n/a	S 11	n/a
39.064	n/a	S  6	stimulus
39.718	n/a	S  3	response
40.997	n/a	S  6	stimulus
41.614	n/a	S  3	response
42.93	n/a	S  6	stimulus
43.654	n/a	S  3	response
44.863	n/a	S  6	stimulus
45.654	n/a	S  3	response
47.097	n/a	S 11	n/a
49.03	n/a	S 11	n/a
49.963	n/a	S  5	stimulus
50.75	n/a	S  3	response
52.096	n/a	S  5	stimulus
52.75	n/a	S  3	response
53.93	n/a	S  5	stimulus
54.47	n/a	S  1	response
55.763	n/a	S 11	n/a
57.696	n/a	S  6	stimulus
58.358	n/a	S  1	response
59.43	n/a	S  6	stimulus
60.014	n/a	S  1	response
61.379	n/a	S  6	stimulus
62.142	n/a	S  1	response
63.429	n/a	S  6	stimulus
64.07	n/a	S  1	response
65.463	n/a	S 11	n/a
67.496	n/a	S  5	stimulus
68.045	n/a	S  1	response
69.429	n/a	S  5	stimulus
69.965	n/a	S  2	response
71.662	n/a	S  5	stimulus
72.317	n/a	S  2	response
73.796	n/a	S 11	n/a
75.829	n/a	S  8	stimulus
76.445	n/a	S  1	response
78.062	n/a	S  8	stimulus
78.613	n/a	S  2	response
80.196	n/a	S  8	stimulus
80.813	n/a	S  1	response
82.429	n/a	S  8	stimulus
83.101	n/a	S  3	response
84.179	n/a	S 11	n/a
86.412	n/a	S 10	n/a
96.428	n/a	S  8	stimulus
97.573	n/a	S  3	response
98.562	n/a	S  8	stimulus
99.189	n/a	S  1	response
100.612	n/a	S  8	stimulus
101.133	n/a	S  1	response
102.345	n/a	S  8	stimulus
102.829	n/a	S  2	response
